Age,G,J_max,Active Areas
MA,0.2,0.48,12.96
MA,0.22,0.48,14.84
MA,0.24,0.48,16.96
MA,0.26,0.48,17.02
MA,0.28,0.48,17.0
MA,0.3,0.48,17.0
MA,0.32,0.48,17.0
MA,0.34,0.48,17.0
MA,0.36,0.48,17.0
MA,0.38,0.48,17.0
MA,0.4,0.48,17.0
MA,0.42,0.48,17.0
MA,0.44,0.48,17.0
MA,0.46,0.48,16.94
MA,0.48,0.48,16.69
MA,0.5,0.48,15.61
MA,0.2,0.49,12.05
MA,0.22,0.49,14.04
MA,0.24,0.49,16.7
MA,0.26,0.49,17.09
MA,0.28,0.49,17.04
MA,0.3,0.49,17.0
MA,0.32,0.49,17.0
MA,0.34,0.49,17.0
MA,0.36,0.49,17.0
MA,0.38,0.49,17.0
MA,0.4,0.49,17.0
MA,0.42,0.49,17.0
MA,0.44,0.49,17.0
MA,0.46,0.49,16.97
MA,0.48,0.49,16.87
MA,0.5,0.49,16.47
MA,0.2,0.5,11.44
MA,0.22,0.5,13.37
MA,0.24,0.5,15.89
MA,0.26,0.5,17.18
MA,0.28,0.5,17.14
MA,0.3,0.5,17.01
MA,0.32,0.5,17.0
MA,0.34,0.5,17.0
MA,0.36,0.5,17.0
MA,0.38,0.5,17.0
MA,0.4,0.5,17.0
MA,0.42,0.5,17.0
MA,0.44,0.5,16.98
MA,0.46,0.5,16.95
MA,0.48,0.5,16.75
MA,0.5,0.5,16.26
MA,0.2,0.51,10.23
MA,0.22,0.51,13.3
MA,0.24,0.51,15.0
MA,0.26,0.51,17.3
MA,0.28,0.51,17.51
MA,0.3,0.51,17.16
MA,0.32,0.51,17.0
MA,0.34,0.51,17.0
MA,0.36,0.51,17.0
MA,0.38,0.51,17.0
MA,0.4,0.51,17.0
MA,0.42,0.51,17.01
MA,0.44,0.51,17.01
MA,0.46,0.51,17.08
MA,0.48,0.51,17.37
MA,0.5,0.51,17.43
A,0.2,0.21,0.0
A,0.22,0.21,0.0
A,0.24,0.21,0.0
A,0.26,0.21,0.0
A,0.28,0.21,0.0
A,0.3,0.21,0.0
A,0.32,0.21,0.0
A,0.34,0.21,0.0
A,0.36,0.21,0.0
A,0.38,0.21,0.0
A,0.4,0.21,0.0
A,0.42,0.21,0.0
A,0.44,0.21,0.0
A,0.46,0.21,0.0
A,0.48,0.21,12.73
A,0.5,0.21,19.0
A,0.2,0.22,0.0
A,0.22,0.22,0.0
A,0.24,0.22,0.0
A,0.26,0.22,0.0
A,0.28,0.22,0.0
A,0.3,0.22,0.0
A,0.32,0.22,0.0
A,0.34,0.22,0.0
A,0.36,0.22,0.0
A,0.38,0.22,0.0
A,0.4,0.22,0.0
A,0.42,0.22,0.0
A,0.44,0.22,0.0
A,0.46,0.22,14.8
A,0.48,0.22,19.0
A,0.5,0.22,20.0
A,0.2,0.23,0.0
A,0.22,0.23,0.0
A,0.24,0.23,0.0
A,0.26,0.23,0.0
A,0.28,0.23,0.0
A,0.3,0.23,0.0
A,0.32,0.23,0.0
A,0.34,0.23,0.0
A,0.36,0.23,0.0
A,0.38,0.23,0.0
A,0.4,0.23,0.0
A,0.42,0.23,0.0
A,0.44,0.23,19.0
A,0.46,0.23,20.0
A,0.48,0.23,23.0
A,0.5,0.23,26.0
A,0.2,0.24,0.0
A,0.22,0.24,0.0
A,0.24,0.24,0.0
A,0.26,0.24,0.0
A,0.28,0.24,0.0
A,0.3,0.24,0.0
A,0.32,0.24,0.0
A,0.34,0.24,0.0
A,0.36,0.24,0.0
A,0.38,0.24,0.0
A,0.4,0.24,6.61
A,0.42,0.24,20.0
A,0.44,0.24,22.11
A,0.46,0.24,25.39
A,0.48,0.24,23.74
A,0.5,0.24,19.98
A,0.2,0.25,0.0
A,0.22,0.25,0.0
A,0.24,0.25,0.0
A,0.26,0.25,0.0
A,0.28,0.25,0.0
A,0.3,0.25,0.0
A,0.32,0.25,0.0
A,0.34,0.25,0.0
A,0.36,0.25,0.21
A,0.38,0.25,19.6
A,0.4,0.25,20.4
A,0.42,0.25,22.54
A,0.44,0.25,19.76
A,0.46,0.25,18.09
A,0.48,0.25,15.12
A,0.5,0.25,12.43
A,0.2,0.26,0.0
A,0.22,0.26,0.0
A,0.24,0.26,0.0
A,0.26,0.26,0.0
A,0.28,0.26,0.0
A,0.3,0.26,0.0
A,0.32,0.26,2.12
A,0.34,0.26,7.73
A,0.36,0.26,20.0
A,0.38,0.26,19.98
A,0.4,0.26,13.34
A,0.42,0.26,15.86
A,0.44,0.26,12.94
A,0.46,0.26,13.23
A,0.48,0.26,11.88
A,0.5,0.26,14.0
A,0.2,0.27,0.0
A,0.22,0.27,0.0
A,0.24,0.27,0.0
A,0.26,0.27,0.21
A,0.28,0.27,3.97
A,0.3,0.27,7.04
A,0.32,0.27,16.07
A,0.34,0.27,15.0
A,0.36,0.27,12.41
A,0.38,0.27,11.91
A,0.4,0.27,13.78
A,0.42,0.27,12.22
A,0.44,0.27,14.58
A,0.46,0.27,11.61
A,0.48,0.27,13.16
A,0.5,0.27,13.16
A,0.2,0.28,0.0
A,0.22,0.28,1.34
A,0.24,0.28,3.22
A,0.26,0.28,4.8
A,0.28,0.28,6.07
A,0.3,0.28,9.88
A,0.32,0.28,10.2
A,0.34,0.28,9.88
A,0.36,0.28,12.74
A,0.38,0.28,11.44
A,0.4,0.28,9.88
A,0.42,0.28,10.69
A,0.44,0.28,12.69
A,0.46,0.28,12.15
A,0.48,0.28,13.44
A,0.5,0.28,15.68
A,0.2,0.29,2.86
A,0.22,0.29,2.84
A,0.24,0.29,3.74
A,0.26,0.29,7.98
A,0.28,0.29,9.69
A,0.3,0.29,10.8
A,0.32,0.29,11.26
A,0.34,0.29,11.25
A,0.36,0.29,11.96
A,0.38,0.29,13.78
A,0.4,0.29,13.0
A,0.42,0.29,13.83
A,0.44,0.29,13.5
A,0.46,0.29,14.75
A,0.48,0.29,14.28
A,0.5,0.29,12.88
A,0.2,0.3,4.05
A,0.22,0.3,5.64
A,0.24,0.3,7.09
A,0.26,0.3,9.37
A,0.28,0.3,9.6
A,0.3,0.3,10.71
A,0.32,0.3,13.5
A,0.34,0.3,14.25
A,0.36,0.3,13.52
A,0.38,0.3,13.0
A,0.4,0.3,12.74
A,0.42,0.3,12.63
A,0.44,0.3,14.31
A,0.46,0.3,11.76
A,0.48,0.3,13.16
A,0.5,0.3,15.12
A,0.2,0.31,4.97
A,0.22,0.31,8.16
A,0.24,0.31,9.22
A,0.26,0.31,9.8
A,0.28,0.31,10.8
A,0.3,0.31,12.75
A,0.32,0.31,11.75
A,0.34,0.31,14.91
A,0.36,0.31,11.44
A,0.38,0.31,12.74
A,0.4,0.31,12.22
A,0.42,0.31,13.21
A,0.44,0.31,14.31
A,0.46,0.31,14.56
A,0.48,0.31,15.12
A,0.5,0.31,13.16
A,0.2,0.32,8.67
A,0.22,0.32,6.84
A,0.24,0.32,10.32
A,0.26,0.32,9.41
A,0.28,0.32,12.25
A,0.3,0.32,13.75
A,0.32,0.32,12.75
A,0.34,0.32,13.0
A,0.36,0.32,14.04
A,0.38,0.32,11.44
A,0.4,0.32,13.26
A,0.42,0.32,12.39
A,0.44,0.32,11.1
A,0.46,0.32,14.56
A,0.48,0.32,16.24
A,0.5,0.32,14.0
A,0.2,0.33,8.11
A,0.22,0.33,11.88
A,0.24,0.33,11.04
A,0.26,0.33,13.44
A,0.28,0.33,13.5
A,0.3,0.33,11.25
A,0.32,0.33,11.5
A,0.34,0.33,11.96
A,0.36,0.33,15.6
A,0.38,0.33,13.78
A,0.4,0.33,10.92
A,0.42,0.33,12.06
A,0.44,0.33,11.7
A,0.46,0.33,16.8
A,0.48,0.33,13.16
A,0.5,0.33,14.0
A,0.2,0.34,11.0
A,0.22,0.34,11.27
A,0.24,0.34,11.76
A,0.26,0.34,12.75
A,0.28,0.34,13.25
A,0.3,0.34,10.25
A,0.32,0.34,13.0
A,0.34,0.34,11.96
A,0.36,0.34,15.08
A,0.38,0.34,14.04
A,0.4,0.34,14.82
A,0.42,0.34,12.58
A,0.44,0.34,14.28
A,0.46,0.34,13.44
A,0.48,0.34,12.32
A,0.5,0.34,14.28
A,0.2,0.35,11.27
A,0.22,0.35,12.64
A,0.24,0.35,11.73
A,0.26,0.35,12.5
A,0.28,0.35,12.75
A,0.3,0.35,11.0
A,0.32,0.35,15.0
A,0.34,0.35,11.17
A,0.36,0.35,13.78
A,0.38,0.35,12.22
A,0.4,0.35,11.96
A,0.42,0.35,13.78
A,0.44,0.35,13.44
A,0.46,0.35,15.12
A,0.48,0.35,12.32
A,0.5,0.35,13.72
A,0.2,0.36,11.95
A,0.22,0.36,10.32
A,0.24,0.36,12.5
A,0.26,0.36,12.0
A,0.28,0.36,12.75
A,0.3,0.36,12.5
A,0.32,0.36,11.75
A,0.34,0.36,12.22
A,0.36,0.36,13.26
A,0.38,0.36,12.74
A,0.4,0.36,11.18
A,0.42,0.36,11.89
A,0.44,0.36,13.72
A,0.46,0.36,11.76
A,0.48,0.36,12.6
A,0.5,0.36,16.8
A,0.2,0.37,13.92
A,0.22,0.37,11.8
A,0.24,0.37,14.0
A,0.26,0.37,11.25
A,0.28,0.37,11.5
A,0.3,0.37,12.75
A,0.32,0.37,11.25
A,0.34,0.37,10.4
A,0.36,0.37,14.3
A,0.38,0.37,13.52
A,0.4,0.37,12.74
A,0.42,0.37,13.62
A,0.44,0.37,16.8
A,0.46,0.37,13.72
A,0.48,0.37,14.0
A,0.5,0.37,14.84
A,0.2,0.38,11.88
A,0.22,0.38,13.96
A,0.24,0.38,12.59
A,0.26,0.38,12.75
A,0.28,0.38,12.75
A,0.3,0.38,11.5
A,0.32,0.38,11.5
A,0.34,0.38,14.04
A,0.36,0.38,13.26
A,0.38,0.38,15.34
A,0.4,0.38,14.04
A,0.42,0.38,13.32
A,0.44,0.38,15.12
A,0.46,0.38,13.44
A,0.48,0.38,14.28
A,0.5,0.38,13.44
A,0.2,0.39,10.16
A,0.22,0.39,12.87
A,0.24,0.39,12.87
A,0.26,0.39,11.17
A,0.28,0.39,11.16
A,0.3,0.39,9.0
A,0.32,0.39,12.81
A,0.34,0.39,13.46
A,0.36,0.39,12.22
A,0.38,0.39,13.0
A,0.4,0.39,12.48
A,0.42,0.39,14.09
A,0.44,0.39,15.12
A,0.46,0.39,14.0
A,0.48,0.39,12.88
A,0.5,0.39,14.0
A,0.2,0.4,11.63
A,0.22,0.4,12.85
A,0.24,0.4,11.43
A,0.26,0.4,12.89
A,0.28,0.4,12.09
A,0.3,0.4,12.25
A,0.32,0.4,13.45
A,0.34,0.4,15.34
A,0.36,0.4,13.57
A,0.38,0.4,12.79
A,0.4,0.4,13.08
A,0.42,0.4,13.02
A,0.44,0.4,13.44
A,0.46,0.4,12.32
A,0.48,0.4,14.56
A,0.5,0.4,15.4
A,0.2,0.41,12.67
A,0.22,0.41,12.61
A,0.24,0.41,12.99
A,0.26,0.41,13.74
A,0.28,0.41,11.69
A,0.3,0.41,10.92
A,0.32,0.41,11.72
A,0.34,0.41,10.26
A,0.36,0.41,13.46
A,0.38,0.41,10.52
A,0.4,0.41,13.77
A,0.42,0.41,12.46
A,0.44,0.41,13.44
A,0.46,0.41,14.28
A,0.48,0.41,15.4
A,0.5,0.41,15.4
A,0.2,0.42,10.86
A,0.22,0.42,12.25
A,0.24,0.42,11.85
A,0.26,0.42,11.02
A,0.28,0.42,12.92
A,0.3,0.42,13.11
A,0.32,0.42,13.28
A,0.34,0.42,10.96
A,0.36,0.42,11.85
A,0.38,0.42,13.38
A,0.4,0.42,10.99
A,0.42,0.42,13.52
A,0.44,0.42,14.28
A,0.46,0.42,14.56
A,0.48,0.42,11.76
A,0.5,0.42,13.44
A,0.2,0.43,10.98
A,0.22,0.43,12.38
A,0.24,0.43,10.76
A,0.26,0.43,12.8
A,0.28,0.43,12.06
A,0.3,0.43,13.63
A,0.32,0.43,13.39
A,0.34,0.43,12.29
A,0.36,0.43,14.37
A,0.38,0.43,11.56
A,0.4,0.43,15.78
A,0.42,0.43,12.08
A,0.44,0.43,14.85
A,0.46,0.43,14.28
A,0.48,0.43,14.28
A,0.5,0.43,14.28
A,0.2,0.44,12.57
A,0.22,0.44,10.18
A,0.24,0.44,13.15
A,0.26,0.44,10.45
A,0.28,0.44,11.51
A,0.3,0.44,12.59
A,0.32,0.44,14.13
A,0.34,0.44,13.27
A,0.36,0.44,15.64
A,0.38,0.44,13.14
A,0.4,0.44,14.82
A,0.42,0.44,13.0
A,0.44,0.44,11.4
A,0.46,0.44,15.18
A,0.48,0.44,12.32
A,0.5,0.44,13.84
A,0.2,0.45,12.39
A,0.22,0.45,11.88
A,0.24,0.45,12.8
A,0.26,0.45,11.04
A,0.28,0.45,13.16
A,0.3,0.45,12.31
A,0.32,0.45,11.73
A,0.34,0.45,15.08
A,0.36,0.45,14.21
A,0.38,0.45,14.27
A,0.4,0.45,14.41
A,0.42,0.45,13.67
A,0.44,0.45,13.49
A,0.46,0.45,13.98
A,0.48,0.45,14.55
A,0.5,0.45,16.02
A,0.2,0.46,12.48
A,0.22,0.46,12.49
A,0.24,0.46,13.04
A,0.26,0.46,11.69
A,0.28,0.46,12.47
A,0.3,0.46,13.54
A,0.32,0.46,13.81
A,0.34,0.46,12.21
A,0.36,0.46,13.73
A,0.38,0.46,13.27
A,0.4,0.46,15.16
A,0.42,0.46,14.27
A,0.44,0.46,12.64
A,0.46,0.46,13.9
A,0.48,0.46,16.59
A,0.5,0.46,16.29
A,0.2,0.47,10.53
A,0.22,0.47,11.67
A,0.24,0.47,13.86
A,0.26,0.47,15.38
A,0.28,0.47,15.9
A,0.3,0.47,17.25
A,0.32,0.47,17.77
A,0.34,0.47,17.94
A,0.36,0.47,17.84
A,0.38,0.47,18.08
A,0.4,0.47,18.14
A,0.42,0.47,17.37
A,0.44,0.47,16.75
A,0.46,0.47,16.61
A,0.48,0.47,16.58
A,0.5,0.47,15.32
A,0.2,0.48,10.86
A,0.22,0.48,12.52
A,0.24,0.48,13.6
A,0.26,0.48,15.23
A,0.28,0.48,15.18
A,0.3,0.48,15.94
A,0.32,0.48,17.0
A,0.34,0.48,17.53
A,0.36,0.48,18.08
A,0.38,0.48,17.92
A,0.4,0.48,17.96
A,0.42,0.48,17.96
A,0.44,0.48,17.82
A,0.46,0.48,17.73
A,0.48,0.48,16.66
A,0.5,0.48,15.6
A,0.2,0.49,12.18
A,0.22,0.49,12.95
A,0.24,0.49,14.39
A,0.26,0.49,15.18
A,0.28,0.49,15.54
A,0.3,0.49,15.58
A,0.32,0.49,16.76
A,0.34,0.49,17.47
A,0.36,0.49,17.75
A,0.38,0.49,17.86
A,0.4,0.49,18.28
A,0.42,0.49,17.89
A,0.44,0.49,17.99
A,0.46,0.49,17.94
A,0.48,0.49,17.84
A,0.5,0.49,17.14
A,0.2,0.5,13.24
A,0.22,0.5,12.49
A,0.24,0.5,13.52
A,0.26,0.5,14.02
A,0.28,0.5,15.45
A,0.3,0.5,15.53
A,0.32,0.5,16.1
A,0.34,0.5,16.73
A,0.36,0.5,17.7
A,0.38,0.5,17.72
A,0.4,0.5,17.89
A,0.42,0.5,17.93
A,0.44,0.5,17.93
A,0.46,0.5,18.16
A,0.48,0.5,18.11
A,0.5,0.5,18.15
A,0.2,0.51,12.92
A,0.22,0.51,12.2
A,0.24,0.51,13.1
A,0.26,0.51,14.1
A,0.28,0.51,16.13
A,0.3,0.51,15.11
A,0.32,0.51,16.16
A,0.34,0.51,17.34
A,0.36,0.51,17.56
A,0.38,0.51,17.84
A,0.4,0.51,18.01
A,0.42,0.51,18.04
A,0.44,0.51,17.96
A,0.46,0.51,18.1
A,0.48,0.51,18.1
A,0.5,0.51,18.33
